INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2670	Chiêu Minh Quy Khß Trß·ng Thành	267	85	9	0	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2671	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2672	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2673	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2674	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2675	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2676	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2677	Chiêu Minh Quy Khß Biªn D¸	267	85	9	1	0	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2679	Chiêu Minh Quy Khß Bäo Bäo	267	85	9	0	1	1	10	692	550000	-1	-1	712	900000	658	500000	668	350000	718	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	15000	15000	15000	15000	15000	1357	1492	1560	1764	2035	100	350	300	150	100	1	2670
2680	Chiêu Minh Quy Khß Trß·ng Thành	268	95	9	0	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15000	15000	15000	15000	15000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2681	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	16000	16000	16000	16000	16000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2682	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	17000	17000	17000	17000	17000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2683	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	18000	18000	18000	18000	18000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2684	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	19000	19000	19000	19000	19000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2685	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	20000	20000	20000	20000	20000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2686	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	21000	21000	21000	21000	21000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2687	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	22000	22000	22000	22000	22000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2688	Chiêu Minh Quy Khß Biªn D¸	268	95	9	1	0	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	23000	23000	23000	23000	23000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2689	Chiêu Minh Quy Khß Bäo Bäo	268	95	9	0	1	1	10	692	600000	-1	-1	712	900000	658	550000	668	400000	718	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15000	15000	15000	15000	15000	1459	1604	1677	1896	2388	100	350	300	150	100	1	2680
2690	An KÏ Nhi Trß·ng Thành	269	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	750	1313	656	562	750	1459	1604	1677	1896	1269	100	250	450	150	50	1	2690
2691	An KÏ Nhi Biªn D¸	269	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	862	1510	755	647	862	1459	1604	1677	1896	1269	100	250	450	150	50	1	2690
2692	An KÏ Nhi Biªn D¸	269	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	975	1707	853	731	975	1459	1604	1677	1896	1269	100	250	450	150	50	1	2690
2699	An KÏ Nhi Bäo Bäo	269	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	750	1313	656	562	750	1459	1604	1677	1896	1269	100	250	450	150	50	1	2690
2700	An KÏ Nhi Trß·ng Thành	270	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	783	1370	685	587	783	1459	1604	1677	1896	1422	100	250	450	150	50	1	2700
2701	An KÏ Nhi Biªn D¸	270	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	861	1507	753	646	861	1459	1604	1677	1896	1422	100	250	450	150	50	1	2700
2702	An KÏ Nhi Biªn D¸	270	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	939	1644	822	704	939	1459	1604	1677	1896	1422	100	250	450	150	50	1	2700
2703	An KÏ Nhi Biªn D¸	270	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1018	1781	890	763	1018	1459	1604	1677	1896	1422	100	250	450	150	50	1	2700
2709	An KÏ Nhi Bäo Bäo	270	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	783	1370	685	587	783	1459	1604	1677	1896	1422	100	250	450	150	50	1	2700
2710	An KÏ Nhi Trß·ng Thành	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	816	1428	714	612	816	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2711	An KÏ Nhi Biªn D¸	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	877	1535	767	657	877	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2712	An KÏ Nhi Biªn D¸	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	938	1642	821	703	938	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2713	An KÏ Nhi Biªn D¸	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	999	1749	874	749	999	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2714	An KÏ Nhi Biªn D¸	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1060	1856	928	795	1060	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2719	An KÏ Nhi Bäo Bäo	271	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	816	1428	714	612	816	1459	1604	1677	1896	1576	100	250	450	150	50	1	2710
2720	An KÏ Nhi Trß·ng Thành	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	848	1485	742	636	848	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2721	An KÏ Nhi Biªn D¸	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	899	1574	787	674	899	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2722	An KÏ Nhi Biªn D¸	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	950	1663	831	712	950	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2723	An KÏ Nhi Biªn D¸	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1001	1752	876	751	1001	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2724	An KÏ Nhi Biªn D¸	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1841	920	789	1052	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2725	An KÏ Nhi Biªn D¸	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1103	1931	965	827	1103	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2729	An KÏ Nhi Bäo Bäo	272	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	848	1485	742	636	848	1459	1604	1677	1896	1729	100	250	450	150	50	1	2720
2730	An KÏ Nhi Trß·ng Thành	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	881	1542	771	661	881	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2731	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	925	1619	809	694	925	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2732	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	969	1697	848	727	969	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2733	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1013	1774	887	760	1013	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2734	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1057	1851	925	793	1057	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2735	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1102	1928	964	826	1102	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2736	An KÏ Nhi Biªn D¸	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1146	2005	1002	859	1146	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2739	An KÏ Nhi Bäo Bäo	273	75	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	881	1542	771	661	881	1459	1604	1677	1896	1882	100	250	450	150	50	1	2730
2740	An KÏ Nhi Trß·ng Thành	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	913	1598	799	685	913	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2741	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1667	833	714	952	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2742	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	991	1735	867	743	991	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2743	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1031	1804	902	773	1031	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2744	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1070	1872	936	802	1070	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2745	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1109	1941	970	832	1109	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2746	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1148	2009	1004	861	1148	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2747	An KÏ Nhi Biªn D¸	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1187	2078	1039	890	1187	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2749	An KÏ Nhi Bäo Bäo	274	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15000	15000	15000	15000	15000	1459	1604	1677	1896	2035	100	250	450	150	50	1	2740
2750	An KÏ Nhi Trß·ng Thành	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15000	15000	15000	15000	15000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2751	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	16000	16000	16000	16000	16000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2752	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	17000	17000	17000	17000	17000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2753	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	18000	18000	18000	18000	18000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2754	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	19000	19000	19000	19000	19000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2755	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	20000	20000	20000	20000	20000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2756	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	21000	21000	21000	21000	21000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2757	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	22000	22000	22000	22000	22000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2758	An KÏ Nhi Biªn D¸	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	23000	23000	23000	23000	23000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2759	An KÏ Nhi Bäo Bäo	275	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15000	15000	15000	15000	15000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2750
2760	An KÏ Nhi Hoàng Kim	276	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	25000	25000	25000	25000	25000	1459	1604	1677	1896	2388	100	250	450	150	50	1	2760
2770	T¥n Ti¬u Ngçu Trß·ng Thành	277	5	9	0	0	1000	10	694	300000	-1	-1	722	1000000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	2770
2771	T¥n Ti¬u Ngçu Biªn D¸	277	5	9	1	0	1000	10	694	300000	-1	-1	722	1000000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1078	539	970	755	846	930	972	1099	1269	100	100	200	100	500	1	2770
2772	T¥n Ti¬u Ngçu Biªn D¸	277	5	9	1	0	1000	10	694	300000	-1	-1	722	1000000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1219	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	1	2770
2779	T¥n Ti¬u Ngçu Bäo Bäo	277	5	9	0	1	1000	10	694	300000	-1	-1	722	1000000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1	2770
2780	T¥n Ti¬u Ngçu Trß·ng Thành	278	45	9	0	0	1000	10	694	350000	-1	-1	722	1000000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	2780
2781	T¥n Ti¬u Ngçu Biªn D¸	278	45	9	1	0	1000	10	694	350000	-1	-1	722	1000000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1076	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	1	2780
2782	T¥n Ti¬u Ngçu Biªn D¸	278	45	9	1	0	1000	10	694	350000	-1	-1	722	1000000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1174	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	1	2780
2783	T¥n Ti¬u Ngçu Biªn D¸	278	45	9	1	0	1000	10	694	350000	-1	-1	722	1000000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1272	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	1	2780
2789	T¥n Ti¬u Ngçu Bäo Bäo	278	45	9	0	1	1000	10	694	350000	-1	-1	722	1000000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1	2780
2790	T¥n Ti¬u Ngçu Trß·ng Thành	279	55	9	0	0	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2791	T¥n Ti¬u Ngçu Biªn D¸	279	55	9	1	0	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2792	T¥n Ti¬u Ngçu Biªn D¸	279	55	9	1	0	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2793	T¥n Ti¬u Ngçu Biªn D¸	279	55	9	1	0	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2794	T¥n Ti¬u Ngçu Biªn D¸	279	55	9	1	0	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2799	T¥n Ti¬u Ngçu Bäo Bäo	279	55	9	0	1	1000	10	694	400000	-1	-1	722	1000000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1	2790
2800	T¥n Ti¬u Ngçu Trß·ng Thành	280	65	9	0	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2801	T¥n Ti¬u Ngçu Biªn D¸	280	65	9	1	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1124	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2802	T¥n Ti¬u Ngçu Biªn D¸	280	65	9	1	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1188	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2803	T¥n Ti¬u Ngçu Biªn D¸	280	65	9	1	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1251	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2804	T¥n Ti¬u Ngçu Biªn D¸	280	65	9	1	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1315	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2805	T¥n Ti¬u Ngçu Biªn D¸	280	65	9	1	0	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1379	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
2809	T¥n Ti¬u Ngçu Bäo Bäo	280	65	9	0	1	1000	10	694	450000	-1	-1	722	1000000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1	2800
